id,Country,2009,2010,2011,2012
0,World Total,0.163163321,-0.089560205,-0.095548458,0.110832093
4,Afghanistan,47.69536074,-0.312303397,-0.840660321,0
8,Albania,0,0,-0.798759209,26.40115607
12,Algeria,3.996478873,-0.666942427,0.248850046,1.099594843
20,Andorra,0,0,0,0
24,Angola,0,0,0,2.624904798
28,Antigua and Barbuda,0.311101245,-0.559145302,0.43917417,1.798429051
31,Azerbaijan,0,0,0,0
32,Argentina,-0.039488328,0.74644596,0.174846751,0.845094649
36,Australia,0.138384503,0.247724277,-0.100542034,0.033867605
40,Austria,-0.366417508,-0.034843093,2.055971477,-0.598626131
44,Bahamas,-0.920700092,-0.506142356,-0.390285676,-0.309817607
48,Bahrain,-0.27682711,-0.897117049,-0.605711107,-0.214251214
50,Bangladesh,-0.351782796,0.467255006,1.135540871,-0.167576255
51,Armenia,0,0,0,6.8462
52,Barbados,0.397829211,1.214021061,-0.645119447,0.156101578
56,Belgium,0.683135792,0.256299042,0.654938158,-0.121859494
60,Bermuda,1.198567449,-0.476923077,1.471510957,0
64,Bhutan,0,0,0,0
68,Bolivia,-0.542352062,-0.547022973,-0.159663773,3.627405581
70,Bosnia and Herzegovina,0,0,0,0
72,Botswana,0,0,-0.422629966,-0.6205396
76,Brazil,-0.042944653,0.431041686,-0.219306,0.516147966
84,Belize,0,17.31399658,-0.909238779,0
86,British Indian Ocean Territories,0,0,0,0
90,Solomon Islands,0,0,0,0
92,British Virgin Islands,0,0,0,0
96,Brunei,6.156878783,-0.861714286,3.359090909,3.056744715
100,Bulgaria,0.892125232,1.021439078,0.890949825,0.179082426
104,Burma,0,0,0,0
108,Burundi,0,0,0,0
112,Belarus,-0.903387704,0,0,0
116,Cambodia,-0.188280311,-0.474366377,0.725271305,-0.254659626
120,Cameroon,39.27257315,-0.957764563,-0.731234828,4.792439287
124,Canada,1.100258618,-0.318220274,-0.540967266,0.091066945
132,Cape Verde,0,0,0,0
136,Cayman Islands,0,0,-0.627118155,0.409692653
140,Central African Republic,0,0,0,0
144,Sri Lanka,-0.011090672,0.723994529,1.163950571,0.647957939
148,Chad,0,0,0,0
152,Chile,-0.341351683,1.433018969,-0.258001992,-0.320097789
156,China,-0.095201992,0.12439769,0.104529846,0.037697076
158,Taiwan,0.161834215,-0.314303686,-0.223062631,0.425477532
162,Christmas Island,0,0,0,0
166,Cocos (Keeling) Islands,0,0,0,0
170,Colombia,-0.322505774,-0.122905955,0.170118378,0.178198619
174,Comoros,0,0,0,0
175,Mayotte,0,0,0,0
178,Congo (Brazzaville),0,0,-0.945055239,4.357607282
180,Congo (Kinshasa),0,0,0,0
184,Cook Islands,0,0,0,0
188,Costa Rica,-0.118360471,-0.305471426,-0.53225,2.010894082
191,Croatia,-0.540266223,3.224097654,-0.793823949,3.862067663
192,Cuba,0,0,0,0
196,Cyprus,70.25625,-0.953723358,0,0
203,Czech Republic,0.245509775,-0.52437973,0.153957955,0.41294572
204,Benin,0,0,0,0
208,Denmark,-0.221865874,0.284254231,0.263682319,0.822539904
212,Dominica,0,0,0,0
214,Dominican Republic,-0.582358278,3.305479792,-0.934572051,1.542640234
218,Ecuador,-0.081709283,8.486221688,0.814269137,-0.17789449
222,El Salvador,-0.779983548,4.489781697,6.04564839,1.628128128
226,Equatorial Guinea,0,0,0,0
231,Ethiopia,-0.834826017,6.142222222,-0.162134412,0
232,Eritrea,0,0,0,0
233,Estonia,2.015733844,0.383889467,44.16623429,-0.979387532
234,Faroe Islands,0,0,0,0
238,Falkland Islands (Islas Malvinas),0,0,0,0
242,Fiji,-0.894217,-0.264200606,-0.159155514,-0.841525488
246,Finland,-0.304225,0.188896964,0.931556629,0.277272574
250,France,-0.447748179,-0.2832068,0.748786961,-0.114679351
254,French Guiana,0,0,0,0
258,French Polynesia,-0.876308651,-0.196691353,8.653855364,1.378871126
260,French Southern and Antarctic Lands,0,0,0,0
262,Djibouti,0,0,0,0
266,Gabon,8.845901639,1.362179487,0,0
268,Georgia,-0.977177457,1.55942377,4.246404003,0
270,Gambia,0,0,0,0
276,Germany,0.034931574,0.128590797,0.169238041,0.019792841
288,Ghana,0,1.686133357,-0.718635892,0
292,Gibraltar,0,0,0,0
296,Kiribati,0,0,0,0
300,Greece,0.025117753,-0.361541317,-0.123987791,-0.393637588
304,Greenland,0,0,0,0
308,Grenada,0,0,0,0
312,Guadeloupe,0,0,-0.707577191,0
320,Guatemala,-0.936972757,1.087430458,6.091290086,0.016246364
324,Guinea,0,0,0,0
328,Guyana,0,0,0,0
332,Haiti,0,0,0,0
334,Heard and McDonald Islands,0,0,0,0
336,Vatican City,0,0,0,0
340,Honduras,-0.019471082,0.330633805,-0.135561856,0.047887325
344,Hong Kong,-0.608737571,-0.1860445,1.444720089,0.352480486
348,Hungary,0.461836855,-0.04919373,0.942372776,-0.361063625
352,Iceland,0.03701243,0.545711546,-0.27983259,-0.446161888
356,India,-0.149770831,0.09020463,0.154528432,0.230110762
360,Indonesia,-0.317024968,0.186125375,0.000519258,-0.089551818
364,Iran,-0.52806913,0,0,0
368,Iraq,1.16626526,-0.562178237,-0.720218661,0
372,Ireland,-0.647883233,0.453576934,2.565493536,0.080228538
376,Israel,0.249202477,0.279592486,0.242748069,0.005734558
380,Italy,-0.293895367,0.018640181,-0.122468376,-0.061905416
384,Cote d'Ivoire,13.31382582,-0.657859068,0,0
388,Jamaica,-0.056509143,-0.996584854,567.3093919,-0.402273064
392,Japan,-0.249118157,0.193175476,0.515315904,-0.112529158
398,Kazakhstan,94.3975765,-0.970418644,0.716896434,-0.506509626
400,Jordan,0.788979618,0.508949547,-0.75170766,-0.126742793
404,Kenya,-0.781227539,-0.162182193,4.855502336,-0.660733713
408,"Korea, North",0,0,0,0
410,"Korea, South",-0.478062246,0.574370069,0.412695279,0.069465425
414,Kuwait,0,0,0,-0.02291497
417,Kyrgyzstan,0,0,-0.410490989,94.17889729
418,Laos,-0.673780947,-0.500513006,-0.454798023,-0.677432033
422,Lebanon,-0.912392029,5.928654608,-0.21160138,-0.838380967
426,Lesotho,1.489845414,0.787033387,-0.116950738,-0.286758275
428,Latvia,-0.354990273,0.047753991,1.106824794,-0.657638028
430,Liberia,0,0,0,0
434,Libya,25.07858017,2.364513616,-0.969547325,-0.490426019
438,Liechtenstein,0,0,0.013395032,-0.903052151
440,Lithuania,-0.528253324,0.55717587,3.885130425,-0.502159846
442,Luxembourg,-0.062536208,13.72574423,-0.063537128,0.680609962
446,Macau,-0.796859898,-0.259853697,4.202059884,-0.739812756
450,Madagascar,0,-0.574409487,0.475567789,-0.982341813
454,Malawi,0,0,0,0
458,Malaysia,0.0611005,0.531369603,0.113259873,0.045845892
462,Maldives,0,0,0,0.044772565
466,Mali,-0.260260897,-0.112258065,0,0
470,Malta,0.232317737,-0.457138457,7.47847632,0.133079322
474,Martinique,0,0,0,0
478,Mauritania,0,0,0,0
480,Mauritius,-0.468968106,0.921109514,0.049591189,0.1013497
484,Mexico,-0.321089812,1.186461046,0.005568805,0.328541108
492,Monaco,5.215334651,0,0,0
496,Mongolia,0,0,0.623741413,0.978325751
498,Moldova,44.8571064,-0.983824299,-0.857241142,5.534939759
499,Montenegro,0,0,0,0.215714286
500,Montserrat,0,0,0,0
504,Morocco,0.257462099,2.338611986,-0.645959559,0.031413967
508,Mozambique,0,0,0.637073416,-0.435897436
512,Oman,0,-0.106484444,1.495678222,-0.453846885
516,Namibia,0,0,-0.902964785,0
520,Nauru,0,0,0,0
524,Nepal,0.231389583,0.503844498,-0.393482331,-0.653111797
528,Netherlands,-0.333182168,0.404490061,0.510721894,-0.063525437
528,Netherlands Antilles,-0.743339327,-0.800668683,-0.121405751,0
531,Curacao,0,0,0,6.154150943
533,Aruba,0,0,0,0
534,Sint Maarten,0,0,0,0
540,New Caledonia,-0.095096028,-0.674685761,14.08091845,-0.541265908
548,Vanuatu,0,0,0,0
554,New Zealand,-0.235292298,0.314487723,0.097878673,0.115555686
558,Nicaragua,-0.373548088,0.243495015,0.679272792,0.109032396
562,Niger,0,0,-0.146374169,-0.732013823
566,Nigeria,4.816055954,-0.19702797,-0.298529545,18.53494336
570,Niue,0,0,0,0
574,Norfolk Island,0,0.095104895,0,0
578,Norway,-0.246745065,2.004115794,-0.154104293,-0.406728251
583,Micronesia,0,0,0,0
584,Marshall Islands,0,0,0,0
585,Palau,0,0,0,0
