id,Country,2009,2010,2011,2012
0,World Total,-0.134064761,0.265881802,-0.003629219,0.086273622
4,Afghanistan,1.223452102,-0.847942106,-0.462330928,0
8,Albania,0.039383562,4.747940692,1.471195185,0
12,Algeria,0,-0.783558766,0,0
20,Andorra,0,0,0,0
24,Angola,0,0,0,0
28,Antigua and Barbuda,0,0,0,0
31,Azerbaijan,0.108497247,-0.937177778,0,0
32,Argentina,-0.509313151,0.901281034,0.164936203,-0.276433821
36,Australia,-0.147288933,0.414768465,0.185782515,0.153115347
40,Austria,0.064037745,-0.322428704,-0.338816544,0.383033103
44,Bahamas,-0.708567718,0.573325976,-0.041239799,1.874755948
48,Bahrain,-0.580014196,-0.577078483,-0.721126594,3.297803488
50,Bangladesh,0.275824762,0.284179341,-0.053538652,0.660657895
51,Armenia,9.0466,0,0,0
52,Barbados,-0.144283147,-0.577742653,-0.868237049,-0.271704155
56,Belgium,-0.216077476,-0.236524743,0.161971895,-0.155744754
60,Bermuda,0.10078497,0.303636569,-0.076178423,0.254523631
64,Bhutan,0,0,0,0
68,Bolivia,-0.847854561,-0.231921488,-0.104853172,0.693107118
70,Bosnia and Herzegovina,2.215429403,0,0,0
72,Botswana,0,0,0,0
76,Brazil,-0.145018124,0.405052723,0.011382576,0.472760572
84,Belize,0,0,-0.427678785,0
86,British Indian Ocean Territories,0,0,0,0
90,Solomon Islands,0,0,0,0
92,British Virgin Islands,0,0,0,0.378003432
96,Brunei,2.364897739,0,0,0
100,Bulgaria,1.246348196,-0.147038456,-0.463820626,1.394532681
104,Burma,0,0,0,0
108,Burundi,0,0,0,0
112,Belarus,0,0,0,0
116,Cambodia,-0.102392685,0.583218166,0.050053413,0.382608847
120,Cameroon,0.515042785,0.105180368,0.411175643,-0.21745252
124,Canada,-0.286458486,0.351996819,0.11771212,-0.128219758
132,Cape Verde,0,0,0,0
136,Cayman Islands,2.641609719,-0.685447649,-0.692342569,0.014979387
140,Central African Republic,0,0,0,0
144,Sri Lanka,-0.260809084,-0.098186336,-0.073972722,0.430593347
148,Chad,0,0,0,0
152,Chile,-0.52422098,-0.025034411,1.16050615,0.045283214
156,China,-0.099162828,0.419340692,-0.264963659,0.181111682
158,Taiwan,0.11901641,0.74960081,0.2996539,-0.626026739
162,Christmas Island,0,0,0,11.21536971
166,Cocos (Keeling) Islands,0,0,0,0
170,Colombia,-0.711175572,0.118674525,-0.231382798,-0.164727126
174,Comoros,0,0,0,0
175,Mayotte,0,0,0,0
178,Congo (Brazzaville),0,0,1.535130485,-0.595776772
180,Congo (Kinshasa),0,0,0,0.28663654
184,Cook Islands,0,0,0,0
188,Costa Rica,0.082998274,0.345779858,0.254446352,9.63946687
191,Croatia,-0.138338569,1.364877962,-0.031339118,-0.318712172
192,Cuba,0,0,0,0
196,Cyprus,0,0,0,0
203,Czech Republic,0.001834579,-0.033509867,0.525385455,1.011991314
204,Benin,0,0,-0.780583333,1.80820357
208,Denmark,0.041479852,0.1466985,0.15946132,0.21651257
212,Dominica,0,0,0,0
214,Dominican Republic,-0.156263332,0.187993586,-0.015634359,-0.041819681
218,Ecuador,-0.678090152,-0.295236031,1.564358208,1.71761109
222,El Salvador,-0.329708761,0.091703359,0.105559494,0.263929051
226,Equatorial Guinea,0,0,0,0
231,Ethiopia,1.7151802,2.199266415,-0.79581134,0
232,Eritrea,0,0,0,0
233,Estonia,-0.67383198,-0.731316104,-0.024328495,15.01513079
